passport,destination,type,days,confidence
AL,MK,visa-free,90,high
AL,ML,visa-required,,high
AL,MM,e-visa,28,high
AL,MN,e-visa,30,high
AL,MO,visa-free,90,high
AL,MR,e-visa,30,high
AL,MT,visa-free,90,high
AL,MU,visa-on-arrival,60,high
AL,MV,visa-on-arrival,30,high
AL,MW,visa-on-arrival,30,high
AL,MX,visa-required,,high
AL,MY,visa-free,90,high
AL,MZ,visa-on-arrival,30,high
AL,NA,e-visa,90,high
AL,NE,visa-required,,high
AL,NG,e-visa,30,high
AL,NI,visa-free,90,disputed
AL,NL,visa-free,90,high
AL,NO,visa-free,90,high
AL,NP,visa-on-arrival,90,high
AL,NR,visa-required,,high
AL,NZ,visa-required,,high
AL,OM,visa-free,14,disputed
AL,PA,visa-required,,high
AL,PE,visa-required,,high
AL,PG,e-visa,60,high
AL,PH,visa-required,,high
AL,PK,e-visa,90,high
AL,PL,visa-free,90,high
AL,PS,visa-free,,high
AL,PT,visa-free,90,high
AL,PW,visa-on-arrival,30,high
AL,PY,visa-required,,high
AL,QA,e-visa,,high
AL,RO,visa-free,90,high
AL,RS,visa-free,90,high
AL,RU,visa-required,,high
AL,RW,visa-free,30,high
AL,SA,visa-on-arrival,90,high
AL,SB,visa-required,,high
AL,SC,visa-free,90,medium
AL,SD,visa-required,,high
AL,SE,visa-free,90,high
AL,SG,visa-free,30,high
AL,SI,visa-free,90,high
AL,SK,visa-free,90,high
AL,SL,e-visa,90,high
AL,SM,visa-free,90,high
AL,SN,visa-required,,high
AL,SO,e-visa,30,high
AL,SR,visa-free,90,high
AL,SS,e-visa,,high
AL,ST,e-visa,,high
AL,SV,visa-free,90,high
AL,SY,e-visa,,high
AL,SZ,e-visa,,disputed
AL,TD,e-visa,,high
AL,TG,e-visa,15,high
AL,TH,visa-free,60,high
AL,TJ,visa-free,14,disputed
AL,TL,visa-on-arrival,30,high
AL,TM,visa-required,,high
AL,TN,visa-required,,high
AL,TO,visa-required,,high
AL,TR,visa-free,90,high
AL,TT,visa-free,90,high
AL,TV,visa-on-arrival,30,high
AL,TW,visa-free,90,high
AL,TZ,visa-on-arrival,90,high
AL,UA,visa-free,90,high
AL,UG,e-visa,90,high
AL,US,visa-required,,high
AL,UY,visa-required,,high
AL,UZ,e-visa,30,high
AL,VA,visa-free,90,high
AL,VC,visa-free,90,high
AL,VE,e-visa,,disputed
AL,VN,e-visa,90,high
AL,VU,e-visa,120,high
AL,WS,visa-free,60,disputed
AL,XK,visa-free,90,high
AL,YE,visa-required,,high
AL,ZA,e-visa,,high
AL,ZM,visa-free,30,high
AL,ZW,visa-on-arrival,30,high
AM,AD,visa-required,,high
AM,AE,visa-free,90,high
AM,AF,e-visa,30,disputed
AM,AG,visa-free,30,high
AM,AL,visa-free,90,high
AM,AO,e-visa,30,disputed
AM,AR,visa-free,90,high
AM,AT,visa-required,,high
AM,AU,visa-required,,disputed
AM,AZ,refused,,disputed
AM,BA,visa-required,,high
AM,BB,visa-free,28,high
AM,BD,visa-on-arrival,30,high
AM,BE,visa-required,,high
AM,BF,e-visa,,high
AM,BG,visa-required,,high
AM,BH,visa-on-arrival,14,disputed
AM,BI,visa-on-arrival,30,high
AM,BJ,e-visa,30,high
AM,BN,visa-required,,high
AM,BO,e-visa,,medium
AM,BR,visa-free,90,high
AM,BS,visa-free,90,high
AM,BT,e-visa,,high
AM,BW,e-visa,90,high
AM,BY,visa-free,90,high
AM,BZ,visa-required,,high
AM,CA,visa-required,,high
AM,CD,e-visa,7,high
AM,CF,visa-required,,high
AM,CG,visa-required,,high
AM,CH,visa-required,,high
AM,CI,e-visa,90,disputed
AM,CL,visa-required,,high
AM,CM,e-visa,,high
AM,CN,visa-free,90,high
AM,CO,e-visa,,medium
AM,CR,visa-required,,high
AM,CU,e-visa,90,high
AM,CV,visa-on-arrival,,high
AM,CY,visa-required,,high
AM,CZ,visa-required,,high
AM,DE,visa-required,,high
AM,DJ,e-visa,90,disputed
AM,DK,visa-required,,high
AM,DM,visa-free,21,high
AM,DO,visa-required,,high
AM,DZ,visa-required,,high
AM,EC,visa-free,90,high
AM,EE,visa-required,,high
AM,EG,visa-on-arrival,30,high
AM,ER,visa-required,,high
AM,ES,visa-required,,high
AM,ET,e-visa,90,high
AM,FI,visa-required,,high
AM,FJ,visa-required,,medium
AM,FM,visa-free,30,high
AM,FR,visa-required,,high
AM,GA,e-visa,90,high
AM,GB,visa-required,,high
AM,GD,visa-required,,high
AM,GE,visa-free,365,high
AM,GH,visa-required,,high
AM,GM,visa-required,,high
AM,GN,e-visa,90,high
AM,GQ,e-visa,,high
AM,GR,visa-required,,high
AM,GT,visa-required,,high
AM,GW,visa-on-arrival,90,high
AM,GY,e-visa,,high
AM,HK,visa-free,30,high
AM,HN,visa-required,,high
AM,HR,visa-required,,high
AM,HT,visa-free,90,high
AM,HU,visa-required,,high
AM,ID,visa-on-arrival,30,high
AM,IE,visa-required,,high
AM,IL,visa-required,,disputed
AM,IN,e-visa,30,high
AM,IQ,e-visa,30,high
AM,IR,visa-free,90,high
AM,IS,visa-required,,high
AM,IT,visa-required,,high
AM,JM,visa-on-arrival,,high
AM,JO,visa-on-arrival,90,high
AM,JP,visa-required,,high
AM,KE,eta,90,high
AM,KG,visa-free,90,high
AM,KH,visa-on-arrival,30,high
AM,KI,visa-required,,high
AM,KM,visa-on-arrival,45,high
AM,KN,e-visa,30,high
AM,KP,visa-required,,high
AM,KR,visa-required,,disputed
AM,KW,visa-required,,high
AM,KZ,visa-free,90,high
AM,LA,visa-on-arrival,30,high
AM,LB,visa-on-arrival,30,high
AM,LC,visa-required,,high
AM,LI,visa-required,,high
AM,LK,eta,30,disputed
AM,LR,e-visa,,medium
AM,LS,visa-required,,high
AM,LT,visa-required,,high
AM,LU,visa-required,,high
AM,LV,visa-required,,high
AM,LY,e-visa,,high
AM,MA,visa-required,,high
AM,MC,visa-required,,high
AM,MD,visa-free,90,high
AM,ME,visa-required,,high
AM,MG,visa-on-arrival,90,high
AM,MH,visa-required,,high
AM,MK,visa-required,,high
AM,ML,visa-required,,high
AM,MM,visa-required,,high
AM,MN,e-visa,30,high
AM,MO,visa-free,90,high
AM,MR,e-visa,30,high
AM,MT,visa-required,,high
AM,MU,visa-on-arrival,60,high
AM,MV,visa-on-arrival,30,high
AM,MW,visa-on-arrival,30,high
AM,MX,visa-required,,high
AM,MY,visa-free,30,high
AM,MZ,visa-on-arrival,30,high
AM,NA,visa-on-arrival,90,high
AM,NE,visa-required,,high
AM,NG,e-visa,30,high
AM,NI,visa-required,,high
AM,NL,visa-required,,high
AM,NO,visa-required,,high
AM,NP,visa-on-arrival,90,high
AM,NR,visa-required,,high
AM,NZ,visa-required,,high
AM,OM,visa-free,14,high
AM,PA,visa-free,90,high
AM,PE,visa-required,,high
AM,PG,e-visa,60,high
AM,PH,visa-required,,high
AM,PK,visa-required,,high
AM,PL,visa-required,,high
AM,PS,visa-free,,high
AM,PT,visa-required,,high
AM,PW,visa-on-arrival,30,high
AM,PY,visa-required,,high
AM,QA,visa-free,90,disputed
AM,RO,visa-required,,high
AM,RS,visa-free,90,high
AM,RU,visa-free,90,high
AM,RW,visa-free,30,high
AM,SA,visa-required,,disputed
AM,SB,visa-required,,high
AM,SC,visa-free,90,medium
AM,SD,visa-required,,high
AM,SE,visa-required,,high
AM,SG,visa-required,,disputed
AM,SI,visa-required,,high
AM,SK,visa-required,,high
AM,SL,e-visa,90,high
AM,SM,visa-required,,high
AM,SN,visa-on-arrival,30,high
AM,SO,e-visa,30,high
AM,SR,visa-free,90,high
AM,SS,e-visa,,high
AM,ST,e-visa,,high
AM,SV,visa-required,,disputed
AM,SY,e-visa,,high
AM,SZ,visa-required,,high
AM,TD,e-visa,,high
AM,TG,e-visa,15,high
AM,TH,visa-on-arrival,60,high
AM,TJ,visa-free,90,high
AM,TL,visa-on-arrival,30,high
AM,TM,visa-required,,high
AM,TN,visa-free,,disputed
AM,TO,visa-required,,high
AM,TR,e-visa,30,disputed
AM,TT,visa-required,,high
AM,TV,visa-on-arrival,30,high
AM,TW,visa-required,,high
AM,TZ,visa-on-arrival,90,high
AM,UA,visa-free,90,high
AM,UG,e-visa,90,high
AM,US,visa-required,,high
AM,UY,visa-free,90,high
AM,UZ,visa-free,90,high
AM,VA,visa-required,,high
AM,VC,visa-free,90,high
AM,VE,e-visa,,disputed
AM,VN,e-visa,90,high
AM,VU,e-visa,120,high
AM,WS,visa-free,60,disputed
AM,XK,visa-free,90,disputed
AM,YE,visa-required,,high
AM,ZA,visa-required,,high
AM,ZM,e-visa,90,high
AM,ZW,visa-on-arrival,30,high
AO,AD,visa-required,,high
AO,AE,e-visa,,high
AO,AF,e-visa,,disputed
AO,AG,e-visa,,high
AO,AL,e-visa,,high
AO,AM,visa-required,,high
AO,AR,visa-required,,high
AO,AT,visa-required,,high
AO,AU,visa-required,,disputed
AO,AZ,visa-required,,high
AO,BA,visa-required,,high
AO,BB,visa-free,90,high
AO,BD,visa-on-arrival,30,high
AO,BE,visa-required,,high
AO,BF,e-visa,,high
AO,BG,visa-required,,high
AO,BH,e-visa,,high
AO,BI,visa-on-arrival,120,high
AO,BJ,visa-free,90,high
AO,BN,visa-required,,high
AO,BO,visa-on-arrival,,disputed
AO,BR,visa-required,,high
AO,BS,e-visa,,high
AO,BT,e-visa,90,high
AO,BW,visa-free,90,high
AO,BY,visa-required,,high
AO,BZ,visa-required,,high
AO,CA,visa-required,,high
AO,CD,e-visa,,high
AO,CF,visa-required,,high
AO,CG,visa-required,,high
AO,CH,visa-required,,high
AO,CI,eta,,medium
AO,CL,visa-required,,high
AO,CM,e-visa,,high
AO,CN,visa-required,,high
AO,CO,e-visa,,high
AO,CR,visa-required,,high
AO,CU,e-visa,90,high
AO,CV,visa-free,,high
AO,CY,visa-required,,high
AO,CZ,visa-required,,high
AO,DE,visa-required,,high
AO,DJ,e-visa,31,disputed
AO,DK,visa-required,,high
AO,DM,visa-free,21,high
AO,DO,visa-required,,high
AO,DZ,visa-required,,high
AO,EC,visa-required,,disputed
AO,EE,visa-required,,high
AO,EG,visa-required,,high
AO,ER,visa-required,,high
AO,ES,visa-required,,high
AO,ET,visa-on-arrival,90,high
AO,FI,visa-required,,high
AO,FJ,visa-required,,high
AO,FM,visa-free,30,high
AO,FR,visa-required,,high
AO,GA,e-visa,,high
AO,GB,visa-required,,high
AO,GD,visa-required,,high
AO,GE,e-visa,120,high
AO,GH,visa-on-arrival,30,high
AO,GM,visa-free,90,high
AO,GN,e-visa,90,high
AO,GQ,e-visa,,high
AO,GR,visa-required,,high
AO,GT,visa-required,,high
AO,GW,visa-on-arrival,90,high
AO,GY,visa-on-arrival,,disputed
AO,HK,e-visa,,high
AO,HN,visa-required,,high
AO,HR,visa-required,,high
AO,HT,visa-free,90,high
AO,HU,visa-required,,high
AO,ID,visa-required,,disputed
AO,IE,visa-required,,high
AO,IL,visa-required,,disputed
AO,IN,e-visa,60,high
AO,IQ,e-visa,,high
AO,IR,visa-on-arrival,30,high
AO,IS,visa-required,,high
AO,IT,visa-required,,high
AO,JM,visa-required,,high
AO,JO,e-visa,,disputed
AO,JP,visa-required,,high
AO,KE,visa-free,60,high
AO,KG,e-visa,,high
AO,KH,visa-on-arrival,30,high
AO,KI,visa-required,,high
AO,KM,visa-on-arrival,,high
AO,KN,e-visa,,high
AO,KP,visa-required,,high
AO,KR,visa-required,,disputed
AO,KW,visa-required,,high
AO,KZ,e-visa,,high
AO,LA,visa-on-arrival,30,high
AO,LB,visa-required,,high
AO,LC,visa-required,,high
AO,LI,visa-required,,high
AO,LK,eta,30,disputed
AO,LR,e-visa,,high
AO,LS,e-visa,,disputed
AO,LT,visa-required,,high
AO,LU,visa-required,,high
AO,LV,visa-required,,high
AO,LY,e-visa,,high
AO,MA,visa-required,,high
AO,MC,visa-required,,high
AO,MD,e-visa,,high
AO,ME,visa-required,,high
AO,MG,visa-on-arrival,90,high
AO,MH,visa-required,,high
AO,MK,visa-required,,high
AO,ML,visa-required,,high
AO,MM,visa-required,,high
AO,MN,e-visa,,high
AO,MO,visa-on-arrival,,high
AO,MR,e-visa,,high
AO,MT,visa-required,,high
AO,MU,visa-free,90,high
AO,MV,visa-on-arrival,30,high
AO,MW,e-visa,,high
AO,MX,visa-required,,high
AO,MY,e-visa,14,high
AO,MZ,visa-free,30,high
AO,NA,visa-free,90,high
AO,NE,visa-required,,high
AO,NG,visa-on-arrival,,disputed
AO,NI,visa-free,30,disputed
AO,NL,visa-required,,high
AO,NO,visa-required,,high
AO,NP,visa-on-arrival,140,high
AO,NR,visa-required,,high
AO,NZ,visa-required,,high
AO,OM,e-visa,,high
AO,PA,visa-required,,high
AO,PE,visa-required,,high
AO,PG,e-visa,60,high
AO,PH,visa-free,30,high
AO,PK,eta,,disputed
AO,PL,visa-required,,high
AO,PS,visa-free,,disputed
AO,PT,visa-required,,high
AO,PW,visa-on-arrival,30,high
AO,PY,visa-required,,high
AO,QA,e-visa,,high
AO,RO,visa-required,,high
AO,RS,visa-required,,high
AO,RU,visa-required,,high
AO,RW,visa-free,90,high
AO,SA,visa-required,,disputed
AO,SB,visa-required,,high
AO,SC,visa-free,90,high
AO,SD,visa-required,,high
AO,SE,visa-required,,high
AO,SG,visa-free,30,high
AO,SI,visa-required,,high
AO,SK,visa-required,,high
AO,SL,e-visa,,disputed
AO,SM,visa-required,,high
AO,SN,visa-on-arrival,90,high
AO,SO,e-visa,30,high
AO,SR,visa-free,90,disputed
AO,SS,e-visa,,high
AO,ST,visa-free,,high
AO,SV,e-visa,,high
AO,SY,e-visa,,high
AO,SZ,visa-required,,high
AO,TD,e-visa,,high
AO,TG,e-visa,15,high
AO,TH,e-visa,,high
AO,TJ,e-visa,45,high
AO,TL,visa-on-arrival,30,high
AO,TM,visa-required,,high
AO,TN,visa-free,90,high
AO,TO,visa-required,,high
AO,TR,visa-required,,high
AO,TT,visa-required,,high
AO,TV,visa-on-arrival,30,high
AO,TW,visa-required,,high
AO,TZ,visa-free,90,disputed
AO,UA,visa-required,,high
AO,UG,visa-free,90,high
AO,US,visa-required,,high
AO,UY,visa-required,,high
AO,UZ,e-visa,30,high
AO,VA,visa-required,,high
AO,VC,visa-free,90,high
AO,VE,visa-required,,high
AO,VN,e-visa,30,high
AO,VU,visa-required,,disputed
AO,WS,visa-on-arrival,60,high
AO,XK,visa-required,,high
AO,YE,visa-required,,high
AO,ZA,visa-free,30,high
AO,ZM,visa-free,30,high
AO,ZW,visa-free,90,high
AR,AD,visa-free,90,high
AR,AE,visa-free,90,high
AR,AF,e-visa,30,disputed
AR,AG,visa-free,30,high
AR,AL,visa-free,90,high
AR,AM,visa-free,180,high
AR,AO,visa-free,30,high
AR,AT,visa-free,90,high
AR,AU,visa-required,,disputed
AR,AZ,e-visa,30,high
AR,BA,visa-free,90,high
AR,BB,visa-free,90,high
AR,BD,visa-on-arrival,30,high
AR,BE,visa-free,90,high
AR,BF,e-visa,,high
AR,BG,visa-free,90,high
AR,BH,visa-on-arrival,14,high
AR,BI,visa-on-arrival,30,high
AR,BJ,e-visa,30,high
AR,BN,visa-required,,high
AR,BO,freedom-of-movement,90,high
AR,BR,freedom-of-movement,90,high
AR,BS,visa-free,90,high
AR,BT,e-visa,90,high
AR,BW,visa-free,90,high
AR,BY,visa-free,90,high
AR,BZ,visa-free,90,high
AR,CA,visa-required,,high
AR,CD,e-visa,7,high
AR,CF,visa-required,,high
AR,CG,visa-required,,high
AR,CH,visa-free,90,high
AR,CI,e-visa,90,disputed
AR,CL,freedom-of-movement,90,high
AR,CM,e-visa,,high
AR,CN,visa-free,30,high
AR,CO,visa-free,90,high
AR,CR,visa-free,90,high
AR,CU,e-visa,90,high
AR,CV,visa-on-arrival,30,high
AR,CY,visa-free,90,high
AR,CZ,visa-free,90,high
AR,DE,visa-free,90,high
AR,DJ,e-visa,90,disputed
AR,DK,visa-free,90,high
AR,DM,visa-free,180,high
AR,DO,visa-free,30,high
AR,DZ,visa-required,,high
AR,EC,freedom-of-movement,90,high
AR,EE,visa-free,90,high
AR,EG,visa-on-arrival,30,high
AR,ER,visa-required,,high
AR,ES,visa-free,90,high
AR,ET,visa-on-arrival,90,high
AR,FI,visa-free,90,high
AR,FJ,visa-free,120,high
AR,FM,visa-free,30,high
AR,FR,visa-free,90,high
AR,GA,e-visa,90,high
AR,GB,eta,180,high
AR,GD,visa-free,30,high
AR,GE,visa-free,365,high
AR,GH,visa-required,,high
AR,GM,visa-required,,high
AR,GN,e-visa,90,high
AR,GQ,e-visa,,high
AR,GR,visa-free,90,high
AR,GT,visa-free,90,high
AR,GW,visa-on-arrival,90,high
AR,GY,visa-free,90,high
AR,HK,visa-free,90,high
AR,HN,visa-free,90,high
AR,HR,visa-free,90,high
AR,HT,visa-free,90,high
AR,HU,visa-free,90,high
AR,ID,visa-on-arrival,30,high
AR,IE,visa-free,90,high
AR,IL,eta,90,high
AR,IN,e-visa,30,high
AR,IQ,e-visa,30,high
AR,IR,visa-free,,disputed
AR,IS,visa-free,90,high
AR,IT,visa-free,90,high
AR,JM,visa-free,30,high
AR,JO,visa-on-arrival,30,high
AR,JP,visa-free,90,high
AR,KE,eta,90,high
AR,KG,visa-free,30,high
AR,KH,visa-on-arrival,30,high
AR,KI,visa-free,90,high
AR,KM,visa-on-arrival,45,high
AR,KN,eta,90,high
AR,KP,visa-required,,high
AR,KR,eta,90,high
AR,KW,visa-required,,high
AR,KZ,visa-free,30,high
AR,LA,visa-on-arrival,30,high
AR,LB,visa-on-arrival,30,high
AR,LC,visa-free,42,high
AR,LI,visa-free,90,high
AR,LK,eta,30,disputed
AR,LR,e-visa,,medium
AR,LS,visa-required,,high
AR,LT,visa-free,90,high
AR,LU,visa-free,90,high
AR,LV,visa-free,90,high
AR,LY,e-visa,,high
AR,MA,visa-free,90,high
AR,MC,visa-free,90,high
AR,MD,visa-free,90,high
AR,ME,visa-free,90,high
AR,MG,visa-on-arrival,90,high
AR,MH,visa-on-arrival,90,high
AR,MK,visa-free,90,high
AR,ML,visa-required,,high
AR,MM,e-visa,28,high
AR,MN,visa-free,90,high
AR,MO,visa-free,90,high
AR,MR,e-visa,30,high
AR,MT,visa-free,90,high
AR,MU,visa-free,180,high
AR,MV,visa-on-arrival,30,high
AR,MW,visa-on-arrival,90,high
AR,MX,visa-free,180,high
AR,MY,visa-free,90,high
AR,MZ,visa-on-arrival,30,high
AR,NA,visa-on-arrival,90,high
AR,NE,visa-required,,high
AR,NG,e-visa,30,high
AR,NI,visa-free,90,high
AR,NL,visa-free,90,high
AR,NO,visa-free,90,high
AR,NP,visa-on-arrival,90,high
AR,NR,visa-required,,high
AR,NZ,visa-free,90,high
AR,OM,visa-free,14,disputed
AR,PA,visa-free,90,high
AR,PE,freedom-of-movement,180,high
AR,PG,e-visa,60,disputed
AR,PH,visa-free,30,high
AR,PK,e-visa,90,high
AR,PL,visa-free,90,high
AR,PS,visa-free,,high
AR,PT,visa-free,90,high
AR,PW,visa-on-arrival,30,high
AR,PY,freedom-of-movement,90,high
AR,QA,visa-free,90,disputed
AR,RO,visa-free,90,high
AR,RS,visa-free,90,high
AR,RU,visa-free,90,high
AR,RW,visa-on-arrival,30,high
AR,SA,visa-required,,disputed
AR,SB,visa-on-arrival,90,high
AR,SC,visa-free,90,high
AR,SD,visa-required,,high
AR,SE,visa-free,90,high
AR,SG,visa-free,30,high
AR,SI,visa-free,90,high
AR,SK,visa-free,90,high
AR,SL,e-visa,90,high
AR,SM,visa-free,90,high
AR,SN,visa-on-arrival,30,high
AR,SO,e-visa,30,high
AR,SR,visa-free,90,high
AR,SS,e-visa,,high
AR,ST,e-visa,15,high
AR,SV,visa-free,90,high
AR,SY,e-visa,15,high
AR,SZ,visa-free,30,high
AR,TD,e-visa,,high
AR,TG,e-visa,15,high
AR,TH,visa-free,90,high
AR,TJ,visa-free,30,high
AR,TL,visa-on-arrival,30,high
AR,TM,visa-required,,high
AR,TN,visa-free,90,high
AR,TO,visa-required,,high
AR,TR,visa-free,90,high
AR,TT,visa-free,90,high
AR,TV,visa-on-arrival,30,high
AR,TW,visa-required,,high
AR,TZ,visa-on-arrival,90,high
AR,UA,visa-free,90,high
AR,UG,e-visa,90,high
AR,US,visa-required,,high
AR,UY,freedom-of-movement,90,high
AR,UZ,visa-free,30,high
AR,VA,visa-free,90,high
AR,VC,visa-free,90,high
AR,VE,visa-free,90,high
AR,VN,visa-free,30,disputed
AR,VU,visa-free,30,high
AR,WS,visa-on-arrival,,medium
AR,XK,visa-free,90,high
AR,YE,visa-required,,high
AR,ZA,visa-free,90,high
AR,ZM,visa-free,30,high
AR,ZW,visa-on-arrival,30,high
AT,AD,visa-free,,high
AT,AE,visa-free,90,high
AT,AF,e-visa,30,disputed
AT,AG,visa-free,180,high
AT,AL,visa-free,90,high
AT,AM,visa-free,180,high
AT,AO,visa-free,30,high
AT,AR,visa-free,90,high
AT,AU,eta,,medium
AT,AZ,e-visa,30,high
AT,BA,visa-free,90,high
AT,BB,visa-free,90,high
AT,BD,visa-on-arrival,30,high
AT,BE,visa-free,,high
AT,BF,e-visa,30,high
AT,BG,visa-free,,high
AT,BH,visa-on-arrival,14,high
AT,BI,visa-on-arrival,30,high
AT,BJ,e-visa,30,high
AT,BN,visa-free,90,high
AT,BO,visa-free,90,high
AT,BR,visa-free,90,high
AT,BS,visa-free,90,high
AT,BT,e-visa,,high
AT,BW,visa-free,90,high
AT,BY,visa-free,10,high
AT,BZ,visa-free,,high
AT,CA,eta,180,high
AT,CD,e-visa,7,high
AT,CF,visa-required,,high
AT,CG,visa-required,,high
AT,CH,visa-free,,high
AT,CI,e-visa,,disputed
AT,CL,visa-free,90,high
AT,CM,e-visa,,high
AT,CN,visa-free,30,high
AT,CO,visa-free,90,high
AT,CR,visa-free,90,high
AT,CU,e-visa,90,high
AT,CV,visa-free,30,high
AT,CY,visa-free,,high
AT,CZ,visa-free,,high
AT,DE,visa-free,,high
AT,DJ,visa-on-arrival,30,high
AT,DK,visa-free,,high
AT,DM,visa-free,90,high
AT,DO,visa-free,90,high
AT,DZ,visa-required,,high
AT,EC,visa-free,90,high
AT,EE,visa-free,,high
AT,EG,visa-on-arrival,30,high
AT,ER,visa-required,,high
AT,ES,visa-free,,high
AT,ET,visa-on-arrival,90,high
AT,FI,visa-free,,high
AT,FJ,visa-free,120,high
AT,FM,visa-free,90,high
AT,FR,visa-free,,high
AT,GA,e-visa,90,high
AT,GB,eta,180,high
AT,GD,visa-free,90,high
AT,GE,visa-free,365,high
AT,GH,visa-required,,high
AT,GM,visa-free,90,high
AT,GN,e-visa,90,high
AT,GQ,e-visa,,high
AT,GR,visa-free,,high
AT,GT,visa-free,90,high
AT,GW,visa-on-arrival,90,high
AT,GY,visa-free,90,high
AT,HK,visa-free,90,high
AT,HN,visa-free,90,high
AT,HR,visa-free,,high
AT,HT,visa-free,90,high
AT,HU,visa-free,,high
AT,ID,visa-on-arrival,30,high
AT,IE,visa-free,,high
AT,IL,eta,90,high
AT,IN,e-visa,30,high
AT,IQ,e-visa,60,high
AT,IR,visa-free,,disputed
AT,IS,visa-free,,high
AT,IT,visa-free,,high
AT,JM,visa-free,30,high
AT,JO,visa-on-arrival,30,high
AT,JP,visa-free,90,high
AT,KE,eta,90,high
AT,KG,visa-free,60,high
AT,KH,visa-on-arrival,30,high
AT,KI,visa-free,90,high
AT,KM,visa-on-arrival,45,high
AT,KN,eta,90,high
AT,KP,visa-required,,high
AT,KR,visa-free,90,high
AT,KW,visa-on-arrival,90,high
AT,KZ,visa-free,30,high
AT,LA,visa-on-arrival,30,high
AT,LB,visa-on-arrival,30,high
AT,LC,visa-free,90,high
AT,LI,visa-free,,high
AT,LK,eta,30,disputed
AT,LR,e-visa,90,high
AT,LS,visa-free,14,high
AT,LT,visa-free,,high
AT,LU,visa-free,,high
AT,LV,visa-free,,high
AT,LY,e-visa,30,high
AT,MA,visa-free,90,high
AT,MC,visa-free,,high
AT,MD,visa-free,90,high
AT,ME,visa-free,90,high
AT,MG,visa-on-arrival,60,high
AT,MH,visa-free,90,high
AT,MK,visa-free,90,high
AT,ML,visa-required,,high
AT,MM,e-visa,28,high
AT,MN,visa-free,30,high
AT,MO,visa-free,90,high
AT,MR,e-visa,30,high
AT,MT,visa-free,,high
AT,MU,visa-free,180,high
AT,MV,visa-on-arrival,30,high
AT,MW,visa-on-arrival,90,high
AT,MX,visa-free,180,high
AT,MY,visa-free,90,high
AT,MZ,visa-on-arrival,30,high
AT,NA,visa-on-arrival,90,high
AT,NE,visa-required,,high
AT,NG,e-visa,90,high
AT,NI,visa-free,90,high
AT,NL,visa-free,90,high
AT,NO,visa-free,,high
AT,NP,visa-on-arrival,90,high
AT,NR,visa-required,,high
AT,NZ,visa-on-arrival,90,disputed
AT,OM,visa-free,14,disputed
AT,PA,visa-free,90,high
AT,PE,visa-free,90,high
AT,PG,e-visa,60,disputed
AT,PH,visa-free,30,high
AT,PK,e-visa,90,high
AT,PL,visa-free,,high
AT,PS,visa-free,,high
AT,PT,visa-free,,high
AT,PW,visa-free,90,high
AT,PY,visa-free,90,high
AT,QA,visa-free,90,disputed
AT,RO,visa-free,,high
AT,RS,visa-free,90,high
AT,RU,e-visa,30,high
AT,RW,visa-on-arrival,30,high
AT,SA,visa-on-arrival,90,high
AT,SB,visa-free,90,high
AT,SC,eta,90,high
AT,SD,visa-required,,high
AT,SE,visa-free,,high
AT,SG,visa-free,90,high
